Age,Income,Debt,Credit_Utilization,Loan_Amount,Loan_Duration,Previous_Defaults,Payment_History,Employment_Length,Num_Credit_Cards,Monthly_Expenses,Existing_Loans,Credit_History_Length,Savings,Creditworthy
55,26903.66,12155.63,0.7838,17594.21,36,0,68.48,0.3,8,1140.47,1,14.3,19469.54,1
51,57144.16,27076.37,0.7942,28287.85,36,0,74.52,0.4,8,1591.35,3,9.1,10794.91,1
55,48623.07,18473.02,0.1028,8412.15,24,0,62.96,1.0,1,1689.19,0,11.2,6610.82,1
67,67528.69,14873.07,0.8159,30496.87,24,1,82.41,2.4,3,2051.26,1,5.0,9238.75,1
51,53401.83,7897.59,0.2198,3574.12,48,0,85.82,13.7,2,3085.68,4,4.1,1437.18,1
35,59101.51,14293.92,0.0352,17532.54,36,2,92.8,5.4,5,1672.67,1,5.1,2802.3,1
47,22532.35,13369.92,0.2234,5869.24,60,1,62.65,2.5,3,572.77,2,6.8,7537.1,1
32,92768.74,4933.63,0.4797,2000.0,48,0,77.45,8.0,7,2995.95,1,6.9,2405.7,1
44,51715.16,13259.08,0.7373,23664.52,48,0,91.37,4.2,2,2645.58,3,11.9,30802.3475,1
68,68951.74,8569.57,0.2243,18221.89,36,0,90.73,3.4,3,3663.46,1,34.9,7956.27,1
51,38278.17,19687.93,0.1207,6029.01,36,0,62.95,0.8,7,1852.07,1,4.7,1544.02,1
69,61160.2,25450.24,0.643,14833.86,36,1,60.46,13.1,3,2412.31,0,29.6,25611.85,1
55,28943.1,5184.67,0.9742,24418.25,12,0,91.33,4.9,3,1486.78,2,27.3,12360.51,1
50,64041.36,28698.46,0.5989,16318.5,24,0,65.52,2.9,5,3046.46,0,17.1,396.57,1
41,47880.52,13971.59,0.6872,18013.19,24,1,83.11,2.9,1,2782.93,3,16.0,4516.21,1
32,55583.81,7199.83,0.5599,16015.43,24,0,63.77,7.2,3,2203.31,4,7.0,5548.6,1
47,68959.48,21062.04,0.7767,14176.98,36,0,71.82,1.0,2,2155.52,0,18.7,7536.9,1
59,30349.19,11428.36,0.9663,14046.63,48,2,66.32,2.7,2,825.9,3,6.0,3797.83,0
68,41310.17,14346.11,0.5432,13753.03,36,0,89.46,0.3,3,1892.1,2,10.8,12792.17,1
34,64146.49,11765.77,0.4185,12468.57,36,1,86.91,0.4,2,3601.95,1,2.6,7899.42,1
22,96964.43,8466.1,0.8531,9827.05,48,1,65.41,3.7,3,4929.34625,0,3.0,482.26,1
46,52238.35,20791.98,0.9603,16202.88,60,1,62.37,2.4,5,2581.08,1,14.0,819.79,0
21,66822.72,12709.59,0.1366,13600.72,12,0,78.65,6.4,7,2823.48,2,1.0,3989.18,1
27,52860.57,3506.79,0.5766,9283.01,60,0,67.82,21.6,4,1639.13,4,4.3,10534.96,1
34,93844.91,19408.48,0.7866,27660.15,36,0,60.33,9.8,7,3204.14,1,1.7,10446.67,1
27,20055.57,5355.34,0.5327,32326.36,24,1,70.57,2.9,5,689.99,4,5.3,2067.01,0
34,56892.42,5773.92,0.411,19998.97,24,0,68.61,2.4,9,2683.47,2,4.5,22320.64,1
37,22489.12,24540.85,0.6521,20664.73,48,0,87.4,4.4,4,1204.18,2,5.2,7217.44,1
41,12000.0,5429.28,0.2747,13074.36,36,1,94.43,0.5,3,354.75,4,6.2,8685.47,1
22,60949.24,0.0,0.3522,30670.31,48,0,69.51,22.0,2,1591.39,0,1.3,15575.68,1
51,57789.96,19982.89,0.9824,37381.81,48,0,68.92,19.8,4,2430.06,2,18.6,1221.63,1
23,49303.26,12569.09,0.6337,18362.06,12,1,75.51,12.8,2,2708.05,2,2.7,7422.66,1
19,52876.12,13258.76,0.8655,14785.53,48,0,66.9,5.4,4,3016.04,4,0.5,11888.02,1
30,108025.5475,12484.0,0.8016,23414.75,36,0,97.87,3.5,3,4789.32,1,3.8,2286.18,1
60,49836.5,16853.36,0.6492,21289.31,12,2,69.74,6.1,9,1660.82,4,26.2,1902.56,0
60,65202.49,8978.25,0.8339,14998.45,24,0,63.73,1.9,5,3296.84,3,33.1,27522.23,1
65,42012.7,26808.92,0.2914,24711.96,12,0,82.28,9.6,3,1287.46,1,25.4,15117.02,1
28,60904.65,3190.16,0.6344,29381.58,36,1,81.5,0.7,7,3195.48,1,4.7,269.86,1
68,50235.33,18559.0,0.5888,12141.82,60,0,85.28,3.4,2,2711.42,2,11.1,5151.81,1
64,46789.63,20136.97,0.62,45420.34,12,0,98.67,10.1,6,1655.14,1,7.1,2028.29,1
40,91377.97,8922.79,0.1753,4670.58,60,1,72.94,0.9,1,2843.09,0,5.7,3805.31,1
33,78543.7,6810.12,0.2817,11483.09,12,0,74.38,3.3,8,2254.99,0,6.6,3384.1,1
48,57734.93,23137.39,0.2909,22339.68,12,1,73.48,11.1,6,2617.06,0,9.0,30802.3475,1
28,12000.0,7073.11,0.5999,42468.73,48,1,85.15,16.0,8,692.75,3,7.9,30802.3475,0
33,47779.82,10146.69,0.9631,14374.09,60,0,84.16,8.3,4,1906.71,2,8.0,934.72,1
25,108025.5475,22098.47,0.945,9342.54,60,1,81.15,14.1,3,3684.82,4,2.4,2753.79,1
21,50386.77,15277.93,0.2326,25492.41,12,0,74.57,13.8,4,2649.68,3,1.8,15127.79,1
57,77064.35,622.85,0.3087,17514.06,36,0,77.11,19.5,7,3759.04,3,9.9,10027.72,1
21,83838.85,28976.47,0.0453,26652.56,36,1,91.7,2.7,6,2302.42,0,2.2,815.58,1
42,54915.35,10759.91,0.4008,19292.19,60,0,84.37,1.7,9,2000.11,1,10.6,510.99,1
20,38163.57,11777.94,0.828,11428.33,48,0,88.65,5.0,7,1428.77,4,0.9,1800.9,1
49,12000.0,17046.27,0.9074,43488.76,48,0,71.07,1.0,3,386.62,2,8.0,5675.57,0
20,68683.26,20000.61,0.2418,2000.0,36,0,96.46,4.1,5,3738.44,1,0.2,20036.55,1
44,38704.88,30688.83,0.2705,38202.39,48,0,61.41,4.3,8,1208.9,1,20.6,4656.47,1
46,58523.01,1719.45,0.2264,29332.62,12,0,83.83,8.2,5,3010.16,3,17.5,3340.09,1
49,30003.59,21607.62,0.3531,12544.11,12,1,92.49,2.2,5,1491.59,3,20.1,3562.22,1
67,49695.25,20944.08,0.7987,38724.2,60,0,94.65,4.6,3,1262.48,0,16.2,9889.5,1
68,55674.38,13902.68,0.6439,6285.81,24,0,72.78,11.7,4,1909.75,2,25.9,4609.9,1
36,54915.35,21298.19,0.7802,30081.11,36,0,78.39,2.7,9,2537.02,2,6.6,6088.9,1
38,32703.56,22474.19,0.5814,2000.0,36,0,61.4,4.2,9,1056.53,3,2.2,5239.33,1
22,78938.22,3944.3,0.2626,8541.22,24,0,91.59,7.7,3,4125.74,3,2.6,4850.92,1
35,43062.1,28998.13,0.2334,8516.38,48,0,64.98,1.4,5,1269.65,0,1.8,1796.04,1
45,21510.61,2529.9,0.0188,12493.43,12,0,77.12,0.5,8,657.23,1,12.9,25964.84,1
59,52819.53,5917.47,0.7754,20115.81,12,0,99.63,5.7,5,2356.51,4,19.1,1458.61,1
39,55687.51,12905.7,0.8402,11740.24,36,0,96.71,2.3,7,1435.85,0,7.3,8949.45,1
38,58211.79,30399.52,0.7629,2000.0,36,0,73.2,2.4,3,3382.25,2,2.2,613.39,1
23,82242.65,12533.95,0.0829,24634.51,48,0,68.96,13.3,2,3509.87,2,2.7,1999.03,1
18,50271.02,14744.53,0.757,20489.51,48,0,70.07,2.6,2,2348.68,1,0.0,3965.16,1
22,52607.61,26456.63,0.0549,24089.27,36,1,87.39,15.4,9,1758.4,1,0.4,2187.01,1
58,32936.31,12597.45,0.1135,21719.18,48,1,89.03,0.6,1,1871.46,4,13.1,4840.75,1
29,71411.07,5572.51,0.4417,29542.35,24,0,68.66,2.1,1,2581.16,2,5.2,11830.05,1
43,58686.18,11662.12,0.4766,19245.18,12,0,69.6,5.9,2,1717.23,3,19.5,10429.44,1
63,46599.45,25966.33,0.8098,30125.21,36,0,72.94,0.7,6,1871.62,3,21.9,7975.1,0
51,16906.51,15566.92,0.6759,12243.03,24,0,77.33,2.4,6,494.4,0,22.4,3615.43,1
66,83888.24,30445.27,0.1603,12813.3,24,0,96.7,9.5,6,4787.65,3,19.5,18652.13,1
31,30446.4,20903.48,0.2316,33760.39,60,1,61.06,7.2,6,1273.66,4,1.6,19571.01,0
43,43174.44,9841.53,0.29,33556.69,36,0,85.53,1.7,6,1943.18,4,8.2,2481.45,1
62,54915.35,15408.61,0.1312,25737.42,60,0,94.47,2.2,8,2557.98,2,17.8,30802.3475,1
44,31068.84,8174.26,0.2919,11108.92,24,0,88.93,3.5,6,1017.69,3,11.8,1792.53,1
26,25129.8,9652.54,0.724,10303.68,36,0,68.67,6.6,9,770.91,1,2.3,2992.08,1
43,12521.05,36696.87,0.2466,33280.64,60,0,79.07,0.8,5,715.98,2,10.2,12996.13,0
64,69419.94,23149.0,0.8287,32726.65,12,0,96.41,3.8,4,2469.8,0,17.2,12829.21,1
39,44096.28,21888.78,0.4701,19364.21,36,0,64.63,0.4,1,1188.12,1,4.3,2693.98,1
64,108025.5475,10014.56,0.3265,43418.85,60,0,99.5,2.5,2,4748.8,3,27.7,7317.24,1
47,54915.35,27556.67,0.4142,24589.0,48,0,65.74,1.1,4,1163.47,4,9.6,271.84,1
60,36570.98,23795.32,0.7053,8928.01,36,0,65.7,1.8,9,1775.42,3,13.4,8559.81,1
65,43692.14,30052.97,0.5165,17243.69,48,0,92.51,2.0,4,1642.74,4,7.2,25874.3,1
34,59862.69,29664.91,0.0171,20054.71,36,0,93.13,7.4,8,3359.06,0,11.9,1943.42,1
43,45595.93,3167.29,0.9139,20863.99,60,0,61.52,1.5,2,1801.93,2,14.2,146.17,1
53,67246.64,6121.28,0.0747,32500.03,60,0,66.73,5.4,1,3197.25,3,21.7,15159.66,1
18,35428.23,6969.7,0.9298,10437.11,36,0,97.94,3.8,9,1888.63,1,0.0,28844.55,1
25,27368.17,7448.47,0.0376,6684.88,24,0,71.17,8.2,6,1471.99,3,1.5,3226.55,1
66,19035.71,17587.62,0.7656,26023.24,60,0,60.49,1.9,5,827.27,3,9.1,21919.78,0
52,12000.0,10465.57,0.534,14930.15,36,0,70.16,26.2,3,621.42,0,25.9,6077.88,1
69,44638.62,31580.79,0.5056,44235.06,36,0,89.42,1.8,9,1484.72,4,5.7,15677.32,1
32,48980.39,30237.44,0.0813,29432.2,12,0,96.66,4.3,2,2207.97,2,10.1,3589.74,1
64,42371.26,14948.31,0.244,14746.04,48,0,66.21,5.0,8,1106.2,2,34.1,26479.58,1
39,79868.12,30642.61,0.772,32128.54,12,0,68.98,3.9,4,2885.48,4,10.2,748.49,1
31,79560.6,26905.08,0.8834,27304.11,48,0,77.66,9.8,7,2906.1,1,4.7,21037.89,1
43,48303.94,11394.35,0.5285,26336.97,48,1,89.93,3.4,8,2614.41,3,12.9,4082.24,1
45,19121.58,0.0,0.3563,18777.56,12,0,86.35,4.5,1,779.91,0,13.0,44.28,1
40,43665.9,13256.25,0.0687,24204.51,24,0,73.1,3.5,1,2169.67,1,17.2,3529.06,1
31,43003.57,9843.02,0.6785,2000.0,36,0,62.65,2.7,9,1750.43,0,4.5,16670.8,1
41,41857.3,16652.05,0.2829,33170.89,60,0,70.12,2.1,9,1484.45,0,11.9,1007.82,1
19,41045.62,15713.83,0.0639,2000.0,36,0,68.78,0.8,1,2311.53,3,0.5,10911.59,1
62,54915.35,15504.14,0.6625,15578.77,12,0,60.84,5.2,5,1921.29,3,9.7,19250.6,1
43,47269.17,19189.48,0.486,4042.89,24,0,99.0,0.6,4,2191.78,2,17.8,3696.42,1
31,42289.18,5299.82,0.0217,14991.49,60,2,70.21,8.8,4,1749.63,2,3.2,5768.9,1
68,59166.45,18290.88,0.1187,19258.83,60,1,93.46,3.0,2,1845.46,3,26.2,123.04,1
24,62207.37,11483.07,0.6952,8032.06,24,0,79.39,4.6,5,3286.46,0,2.1,2449.27,1
20,36787.1,16599.86,0.0724,2000.0,60,0,98.89,0.4,2,1825.2,0,1.4,2209.57,1
64,80421.31,22659.28,0.8586,22070.66,60,1,65.98,0.5,3,3033.87,2,31.9,18094.17,1
40,35398.75,5204.8,0.3151,40864.4,24,0,64.43,1.3,8,1990.5,4,4.4,22270.49,1
63,22643.99,12749.65,0.0969,16487.2,12,1,60.1,7.6,9,825.68,3,34.5,7726.1,1
60,62615.56,14051.73,0.7546,29593.31,12,0,88.74,3.3,9,1646.72,3,8.5,8725.81,1
64,38651.84,10885.85,0.5239,35043.85,60,1,72.26,1.9,7,1302.45,3,19.2,690.49,1
62,61425.83,22198.64,0.3105,2000.0,12,0,94.81,9.5,4,2290.44,2,25.9,8102.66,1
35,54915.35,9236.89,0.408,15427.25,12,0,85.35,1.1,9,628.08,3,6.5,2961.36,1
55,82849.12,10556.8,0.031,7236.14,60,0,83.1,1.5,1,4246.38,1,18.1,4809.84,1
52,68445.87,9320.65,0.6594,11937.23,60,1,79.48,7.5,2,2697.78,2,27.1,6320.51,1
68,24990.47,23736.44,0.3685,37020.12,12,0,70.33,0.1,5,1208.61,2,14.0,8768.99,1
32,25424.46,11060.45,0.7098,22236.79,48,0,62.59,1.2,5,829.13,3,8.9,7207.6,1
42,88445.32,18680.36,0.6256,27888.24,24,0,77.74,3.7,5,4836.86,2,13.5,1324.24,1
54,40252.4,30805.64,0.6482,19561.01,12,0,63.96,12.3,8,1088.66,4,27.5,6698.62,1
45,38316.3,14401.45,0.787,7894.47,12,0,96.23,1.5,2,1467.21,0,4.6,3247.55,1
27,12000.0,23896.49,0.6285,26781.16,48,1,93.17,1.2,9,623.73,1,2.6,20828.29,0
56,47984.44,28370.83,0.4204,32525.75,36,0,84.79,18.4,5,2016.54,4,24.2,1765.31,1
34,50445.61,23217.53,0.3921,23173.74,36,0,78.1,3.7,7,2629.43,1,10.8,10594.14,1
56,69309.86,14865.59,0.1272,24891.24,24,0,78.17,0.3,9,2116.67,1,22.8,16185.9,1
39,27018.43,20136.86,0.7739,7651.99,60,0,78.58,1.6,5,902.34,3,4.3,851.67,1
43,24594.26,4700.97,0.7559,27068.64,12,1,89.82,3.8,4,941.91,2,8.3,8137.24,1
61,64019.25,8759.65,0.2514,33460.14,48,0,65.05,0.4,9,3433.88,1,11.1,2693.77,1
42,75134.6,10162.6,0.8554,24045.85,60,0,81.25,5.9,8,4275.56,4,15.3,2045.43,1
34,23576.95,32924.9,0.5872,2032.17,60,0,92.51,3.7,3,634.06,1,11.6,2723.15,1
30,76630.28,8499.32,0.4791,36356.3,36,0,80.41,6.2,4,4317.83,2,6.3,4098.43,1
37,55750.84,8380.19,0.0271,10551.76,12,0,60.55,2.1,9,2691.3,1,4.0,18168.38,1
42,76836.11,6648.63,0.3851,23877.87,24,2,69.79,2.7,1,3160.15,0,17.0,3721.53,1
21,53595.59,19478.49,0.6379,29529.76,48,0,86.74,13.2,7,1775.44,1,1.2,30802.3475,1
27,12000.0,16140.97,0.098,30796.18,12,0,97.37,1.2,3,413.53,0,2.0,86.68,1
20,51960.65,23694.07,0.4604,2000.0,60,0,95.75,0.2,7,2449.44,1,1.1,17242.68,1
58,76202.88,20370.08,0.9836,21172.17,60,0,92.91,20.1,9,2973.03,4,6.3,1650.96,1
62,37125.08,3956.88,0.7122,20510.22,24,0,98.01,0.0,1,966.91,1,22.9,14724.54,1
35,47240.7,8541.78,0.5459,34390.28,36,0,71.2,11.0,4,2702.31,0,13.3,10038.65,1
64,51477.33,25922.63,0.5324,24587.24,24,0,60.5,8.7,3,2429.26,0,23.7,8962.75,1
53,12000.0,13373.61,0.0529,34481.18,24,0,74.17,3.3,6,615.63,3,24.5,2369.58,1
64,88426.95,24500.73,0.9482,25399.18,12,0,83.08,6.1,4,4106.5,4,32.5,12236.05,1
39,36972.49,13802.55,0.9196,19258.34,36,0,72.66,0.6,5,1804.11,2,4.6,6872.2,1
51,65114.71,7258.75,0.6788,21938.59,60,1,61.77,7.2,5,1712.99,0,18.8,25555.3,1
64,53265.98,12573.91,0.107,35235.97,36,0,80.29,7.7,3,2022.69,4,21.8,2433.68,1
25,80152.38,7255.6,0.2137,7030.68,12,0,67.99,0.3,7,4502.98,3,0.9,20111.57,1
57,63121.12,10475.58,0.1902,29059.55,12,0,89.1,3.4,6,3591.51,0,9.0,13578.97,1
66,50301.51,16607.41,0.5192,13723.84,24,1,63.57,14.8,9,2799.34,4,10.5,995.41,1
61,37129.7,19092.84,0.2136,11575.21,12,0,98.33,15.1,5,2164.37,4,23.0,7569.19,1
36,70957.01,2278.47,0.6919,30234.26,36,0,95.07,20.8,3,1940.63,1,3.8,11975.48,1
59,17531.17,14861.06,0.5443,11169.13,24,0,94.95,5.3,5,475.52,3,12.8,841.32,1
58,67917.81,10307.07,0.0273,23770.75,24,1,91.6,0.8,9,3809.68,3,7.0,4569.35,1
54,33019.1,9812.68,0.7392,15110.59,24,0,85.34,2.7,5,858.95,1,5.1,14225.79,1
23,80045.67,16061.48,0.1951,2000.0,36,1,62.14,6.5,7,4363.05,4,4.0,5837.2,1
69,58225.99,10596.39,0.8184,24777.16,24,0,86.5,1.7,1,3155.43,1,19.2,2357.2,1
43,67882.48,26057.1,0.3579,21263.21,48,0,89.88,8.3,7,2921.71,1,11.3,1694.82,1
51,56639.78,24504.5,0.3418,2000.0,48,1,65.23,9.9,4,3078.11,4,4.1,17597.14,1
62,19952.46,24454.63,0.0216,13014.1,36,0,84.63,7.2,5,956.24,2,9.3,691.68,1
23,37785.42,11040.72,0.978,2000.0,60,0,79.15,2.1,8,1160.68,0,2.6,1295.76,1
54,68447.79,7300.01,0.6098,27316.9,60,1,78.9,6.8,8,3637.1,4,13.7,18118.36,1
50,58333.12,15656.24,0.4243,33879.93,24,0,67.98,0.4,5,2238.1,1,16.9,11126.74,1
39,78619.8,13797.21,0.1047,28494.91,36,0,89.58,2.0,2,2534.85,3,6.7,2685.8,1
38,63065.49,10129.41,0.6952,29891.3,24,1,97.0,7.3,6,3630.79,4,8.9,1816.1,1
23,35665.96,5594.12,0.2871,14821.7,24,1,91.51,7.9,6,1705.74,3,3.7,1188.76,1
23,39078.72,14667.86,0.9785,25469.28,48,0,74.76,1.9,1,1218.28,2,2.7,495.87,1
65,57058.35,11767.44,0.9415,19909.31,12,0,99.37,16.1,5,3082.1,2,28.1,2371.58,1
21,12000.0,20506.78,0.7306,21853.15,36,0,74.57,1.6,4,629.9,2,2.2,14593.14,0
47,88468.84,20320.85,0.9617,29574.31,12,0,69.38,5.4,1,2515.66,0,17.4,9537.89,1
28,63834.93,23806.4,0.1135,31754.87,48,0,98.72,10.6,8,1865.49,2,5.5,12688.57,1
47,79540.69,4925.64,0.2843,16102.44,12,0,91.59,4.0,8,2581.73,1,20.2,30802.3475,1
48,23387.92,18208.47,0.2582,5923.55,48,0,90.45,2.7,2,1286.14,2,17.5,5560.0,1
41,79891.3,9180.27,0.0806,18125.95,60,0,63.1,1.2,9,3928.59,0,12.0,25972.94,1
26,99629.98,5236.69,0.9628,17807.27,48,0,67.68,1.1,3,4929.34625,2,2.1,800.59,1
20,28582.43,11571.18,0.0688,22845.98,36,0,60.74,0.9,3,1519.42,4,0.2,15523.81,1
68,70428.04,23549.64,0.8496,28329.96,60,0,91.07,2.9,4,3011.81,3,19.7,9721.2,1
48,55022.2,12021.45,0.7628,2000.0,24,1,71.13,4.0,7,1468.98,1,20.2,10193.56,1
57,24111.32,27523.64,0.3783,13290.86,36,0,65.29,9.1,2,1182.16,1,18.2,18.42,1
54,64857.68,19391.03,0.0284,10361.12,36,0,67.28,1.2,2,2955.28,2,5.7,2273.66,1
53,71672.06,11847.28,0.016,32508.94,36,0,85.65,7.0,9,2346.58,0,14.3,30748.16,1
41,42977.47,24280.39,0.2099,17916.29,12,0,77.32,5.9,4,2398.76,3,12.0,10531.71,1
48,78318.33,18563.17,0.494,14871.16,12,0,97.66,5.0,7,3751.39,0,8.0,24650.45,1
23,21664.73,7539.52,0.4588,25383.02,24,0,74.64,2.1,9,1121.12,2,0.8,1528.07,1
19,25104.88,29870.42,0.5836,14069.94,12,1,93.35,1.9,7,1277.09,0,0.5,7844.14,0
37,57731.95,17075.83,0.7665,19848.05,36,1,81.86,7.1,5,1687.65,3,3.1,2927.87,1
45,55507.71,15150.37,0.3798,38140.71,48,1,88.21,1.6,1,1905.03,3,2.9,30802.3475,1
28,40668.53,8155.74,0.1672,37862.9,24,0,66.75,2.0,9,2048.87,0,6.2,14532.92,1
21,71191.89,24436.31,0.794,15926.16,24,0,89.96,16.8,8,3164.65,2,1.3,30802.3475,1
32,65617.89,19138.2,0.336,18176.38,36,0,63.43,32.4,5,1913.68,3,1.8,334.81,1
23,72162.78,20033.91,0.2911,13809.71,60,0,87.64,0.0,9,2822.48,0,2.6,2549.9,1
66,52537.27,10939.75,0.759,2000.0,12,0,78.62,5.8,8,1732.28,0,5.2,24689.25,1
47,54915.35,21672.8,0.9255,30361.89,60,0,69.14,3.8,4,3346.57,1,9.5,1729.56,1
55,46086.99,22294.51,0.9067,44213.42,36,0,79.22,3.1,2,1363.59,3,8.1,11164.72,0
68,96076.37,9649.77,0.1447,15565.51,60,0,94.23,1.6,9,4365.6,1,18.8,25848.31,1
19,38749.08,3664.08,0.5031,11832.06,36,1,66.19,3.5,9,1005.01,3,0.1,120.27,1
32,97105.95,19650.98,0.101,17271.53,12,0,66.79,3.0,7,4664.26,2,10.9,7660.52,1
28,55697.76,2413.22,0.9518,20850.46,12,0,81.36,2.6,8,1558.35,1,2.0,9358.89,1
25,27489.78,16216.13,0.2209,8644.7,24,1,85.01,9.5,4,805.09,1,5.4,14903.12,1
43,82361.59,11422.04,0.2035,15415.22,60,0,76.81,1.6,4,3375.19,2,11.4,14928.06,1
68,57518.03,24749.32,0.8811,30148.97,60,1,70.66,4.6,1,1458.52,4,7.4,7988.22,0
62,72022.48,11857.25,0.9585,21273.81,60,0,62.69,10.0,9,4148.62,1,31.5,21709.19,1
61,79477.12,23858.18,0.6937,32703.86,60,0,61.99,19.3,9,2703.11,2,16.8,3063.43,1
22,61759.11,10886.32,0.1286,23647.68,48,0,61.63,4.6,5,1553.79,2,0.8,5323.68,1
23,43155.18,22999.93,0.4861,9110.83,24,2,96.05,3.7,7,2322.14,2,1.4,10892.2,1
43,74514.27,31482.73,0.8103,14239.86,24,0,65.25,9.2,3,2028.28,3,7.6,16374.14,1
21,55015.11,6455.62,0.571,22484.12,48,0,71.8,1.0,8,2978.92,2,1.6,4110.42,1
36,68717.16,17336.29,0.1399,8774.11,60,0,99.44,5.0,9,3547.49,2,14.0,4237.83,1
37,12000.0,36696.87,0.1784,7476.8,48,0,97.1,0.3,8,348.42,0,4.4,6256.41,1
50,63939.63,15532.71,0.8569,8077.99,60,0,61.71,5.4,5,1839.53,4,8.0,3396.69,1
37,42228.28,15494.31,0.5265,25158.04,48,1,82.05,7.9,6,2100.78,1,14.8,4101.08,1
66,88066.19,21307.99,0.7017,16337.6,24,0,85.34,0.3,3,4506.61,2,12.2,9911.87,1
29,67461.75,15328.65,0.3756,31824.42,48,0,62.16,9.4,3,2531.57,0,2.9,2477.77,1
64,59797.15,1342.19,0.5318,11035.8,36,1,89.13,0.7,7,3241.84,2,36.5,7236.98,1
18,64726.2,24058.3,0.9676,2000.0,60,0,99.51,1.0,9,2046.29,4,0.0,30802.3475,1
43,35031.18,0.0,0.3331,18692.95,48,1,77.18,9.1,9,1589.01,4,7.9,24617.06,1
31,87465.13,11665.67,0.6713,36475.55,60,0,77.98,0.7,2,3397.7,1,3.5,4912.01,1
55,94827.41,24659.41,0.1791,20345.69,12,0,86.37,3.4,7,3425.35,2,16.1,3049.82,1
54,62858.27,12147.66,0.1293,6279.07,60,2,89.46,1.7,8,2697.76,1,11.7,30802.3475,1
28,86808.07,9450.43,0.778,3757.23,48,0,91.59,1.4,1,3046.29,1,1.1,2447.4,1
53,43617.04,22034.11,0.8372,31979.02,60,0,63.1,5.3,4,1414.4,0,5.2,17098.79,0
30,39057.73,8191.08,0.6649,11925.63,36,0,92.03,0.6,9,1680.15,2,5.7,30802.3475,1
60,55818.49,5222.19,0.165,35417.95,36,0,94.56,4.3,9,2376.83,3,11.9,30802.3475,1
20,63698.82,17196.11,0.2458,26540.93,48,0,61.81,12.9,5,3313.33,3,1.5,5681.79,1
50,47120.27,13536.61,0.903,12304.31,48,0,61.57,9.5,7,2199.92,4,18.8,5513.92,1
23,65755.36,5050.62,0.2929,31671.37,60,1,82.04,9.5,6,2377.25,3,3.9,11140.39,1
67,61127.79,20095.62,0.8125,10761.03,24,0,79.87,1.8,4,2929.15,1,32.5,5062.49,1
27,35033.86,18715.9,0.2902,5526.63,36,0,99.2,6.0,7,1012.05,1,2.9,2683.85,1
22,65375.86,12121.96,0.9307,11332.55,36,0,71.78,7.6,3,2030.0,0,2.5,3628.67,1
40,72270.56,12669.34,0.9062,27687.37,12,0,83.61,11.6,1,3219.11,4,9.4,886.12,1
27,58429.39,18763.14,0.0524,31379.67,12,0,80.27,1.5,2,2545.34,4,4.1,2655.4,1
61,78052.96,24522.89,0.765,16039.73,24,1,81.43,7.2,7,3330.8,4,20.2,2045.51,1
19,30651.92,12737.65,0.1761,2000.0,36,1,86.39,1.3,4,1414.29,3,0.6,6203.39,1
30,64359.01,20237.51,0.221,4432.34,48,0,81.5,0.1,7,1939.91,0,4.2,30802.3475,1
57,31594.39,19521.6,0.4606,9323.54,36,0,60.28,3.3,8,1633.69,0,25.3,11351.85,1
19,32718.37,22034.46,0.5748,7060.03,48,0,93.75,7.3,7,1772.71,0,0.2,2102.02,1
37,42381.38,15314.47,0.3293,22654.3,48,1,68.05,1.2,5,1795.66,0,6.7,23873.66,1
18,36158.8,7701.4,0.5739,39381.16,24,0,69.25,0.2,1,1729.4,0,0.0,1708.8,1
54,44040.08,11300.01,0.1772,27957.77,36,0,85.92,2.3,6,2304.29,2,24.9,7463.24,1
26,50716.99,17742.83,0.0319,8717.69,60,0,79.11,1.1,7,2367.26,1,5.6,10181.81,1
34,71743.09,29547.72,0.5698,13056.24,36,0,82.98,2.4,4,2832.6,2,5.4,4491.89,1
26,48576.82,11127.84,0.5171,15007.09,36,0,79.9,12.7,3,2320.72,1,3.2,15958.35,1
28,23287.49,21438.3,0.6859,23892.14,12,2,76.71,6.8,6,1304.68,1,2.8,1444.18,0
32,77801.36,12375.55,0.6468,35712.55,24,0,79.33,2.3,3,2688.18,2,7.5,7472.42,1
41,38258.2,15883.75,0.8895,15326.0,60,0,65.64,2.0,8,1978.22,1,8.3,4129.41,1
55,53825.59,27123.17,0.4603,35387.77,60,1,98.77,12.7,5,3135.12,2,27.7,108.67,1
52,63930.73,21114.34,0.0182,41039.11,60,0,82.99,11.0,6,3223.99,0,11.7,6338.26,1
47,58992.21,5069.61,0.628,16500.93,48,0,71.47,4.6,3,2085.8,0,16.6,5106.04,1
48,76883.59,10420.2,0.6716,16243.55,24,1,88.51,2.2,1,2235.07,2,17.0,1984.93,1
66,64580.06,25049.77,0.5211,16393.81,12,1,95.2,7.9,1,2786.69,4,21.4,4780.51,1
22,37773.81,16135.02,0.6855,20624.9,48,2,71.86,5.4,5,1090.76,0,0.5,1837.02,0
61,98571.24,5809.28,0.3271,16418.21,60,0,72.98,4.2,5,3981.12,1,13.1,5816.55,1
67,58886.67,8448.38,0.1558,28841.77,48,0,77.54,6.7,1,2133.07,0,29.1,5498.7,1
31,52053.2,20627.95,0.6613,4511.69,48,2,68.69,0.7,6,2126.8,2,5.0,9516.84,0
28,74278.51,22955.28,0.2503,14653.78,60,0,92.39,13.3,9,2636.5,1,1.5,3228.87,1
26,59989.02,15142.84,0.4572,23291.75,60,0,83.37,18.0,4,3189.2,3,5.8,2210.15,1
