Age,Income,Debt,Credit_Utilization,Loan_Amount,Loan_Duration,Previous_Defaults,Payment_History,Employment_Length,Num_Credit_Cards,Monthly_Expenses,Existing_Loans,Credit_History_Length,Savings,Creditworthy,DTI_Ratio,Savings_to_Income,Expense_to_Income,Risk_Flag_Count
65,12000.0,24195.82,0.7019,16391.39,48,0,83.82,4.2,3,602.33,1,21.2,3673.94,0,2.0163183331653065,0.3061616666411532,0.6023299999498058,0
42,67174.71,20346.67,0.9439,29610.25,36,0,77.54,0.1,1,3732.85,3,16.7,4495.45,1,0.30289181746667915,0.06692176266831786,0.6668313119525662,1
57,43857.39,5964.12,0.9047,35960.41,12,0,91.65,8.2,1,2110.66,1,18.7,23267.53,1,0.13598894051524751,0.5305270103731543,0.5775063221824758,1
62,43271.7,17504.99,0.066,11827.36,48,0,99.58,5.7,8,1675.33,3,9.6,8063.8,1,0.40453668331947823,0.18635274324358989,0.4645983402439794,0
18,42604.56,20340.68,0.2532,33783.23,36,1,67.55,1.3,8,1154.07,4,0.0,26334.98,1,0.4774296460172942,0.6181258531805486,0.3250553461806658,1
33,36824.61,644.45,0.0582,6499.04,12,0,62.03,0.2,9,1048.39,1,8.9,14168.68,1,0.017500524784444412,0.38476116921849923,0.3416378340370302,0
56,88690.5,6029.76,0.6142,31482.85,24,0,78.52,1.6,6,4330.69,2,17.4,2893.55,1,0.06798653745251199,0.03262525298614141,0.5859509192012002,0
22,71845.95,22105.26,0.7063,17182.44,48,1,71.5,5.0,8,2068.07,1,1.8,8456.64,1,0.3076757980052087,0.11770517335886428,0.3454173826033978,1
39,55463.92,22008.37,0.3121,35628.23,60,0,86.67,0.1,4,2152.49,3,12.3,842.61,1,0.39680516630636986,0.015192038355471593,0.4657059940865033,0
46,82020.32,2611.34,0.8468,15359.69,12,0,79.77,0.4,5,4433.31,1,15.8,8180.74,1,0.03183772021333448,0.0997404057909096,0.6486163428690767,1
20,24749.42,21360.17,0.4538,16901.09,12,0,79.96,2.6,8,1061.03,1,0.6,2118.07,1,0.8630573968657423,0.08558059138009778,0.5144508436757528,0
29,28385.9,15762.43,0.9884,18666.07,24,0,74.2,1.0,2,1028.3,3,6.9,5298.43,0,0.5552908309916088,0.18665710792377,0.4347087814571773,1
43,12000.0,21248.07,0.0104,4629.5,24,0,68.43,3.4,4,392.37,0,17.5,8588.81,1,1.770672499852444,0.715734166607022,0.39236999996730254,0
33,41011.71,9923.83,0.1173,2375.27,48,0,68.54,1.0,1,1763.55,1,4.0,2136.54,1,0.24197552357017116,0.0520958526222853,0.5160135970795654,0
68,58233.97,20161.47,0.3058,25101.54,60,0,75.48,25.3,8,2116.1,2,20.7,13956.73,1,0.3462149326184319,0.23966646958399596,0.4360547632174819,0
54,57057.17,21750.63,0.035,29884.62,36,1,87.27,2.9,2,3250.22,1,11.3,6525.4,1,0.3812076554027968,0.11436599466615036,0.6835712321399121,1
39,57986.84,12189.32,0.7767,26075.78,12,0,73.49,0.8,2,1475.81,4,4.7,20685.64,1,0.21020838520929563,0.35672990629672646,0.30540929631093183,0
46,26778.86,15142.02,0.0617,7460.24,12,0,73.04,0.4,5,1513.23,0,4.6,3710.28,1,0.5654467740387213,0.13855257467500287,0.6781005613876729,0
31,71063.09,9811.83,0.744,24801.89,48,0,77.0,2.7,1,2277.13,2,8.8,14524.94,1,0.13807209903005807,0.2043949960492234,0.3845253562660374,0
45,59792.55,28213.11,0.0615,10097.96,36,0,99.63,8.3,6,2639.28,4,7.0,245.84,1,0.47184992109431945,0.004111549013980646,0.5296873941564678,0
22,69661.09,14037.82,0.2577,24076.53,36,0,63.65,2.9,8,2353.88,2,2.2,8040.38,1,0.20151593952662075,0.11542139234233315,0.40548547258727247,0
64,17144.76,7623.81,0.8345,31312.99,36,0,71.79,0.8,7,895.82,0,18.7,18713.97,0,0.44467289128312837,1.0915270904292902,0.6270044024747501,1
66,61229.82,9273.39,0.9421,23674.67,48,1,71.68,3.4,6,2957.54,0,21.8,17776.95,1,0.15145218457033757,0.29033157372844914,0.5796273776310361,2
47,31244.7,16014.16,0.4162,34685.34,12,1,98.98,2.1,1,1025.19,2,13.8,8344.66,1,0.5125400467755318,0.2670744158123754,0.39373973824700703,1
63,47053.53,21026.65,0.9605,18500.13,24,1,76.29,3.5,9,2062.38,2,24.0,9701.97,0,0.4468665793948538,0.20619005629957646,0.5259660645965145,2
69,65687.3,4313.39,0.6243,17833.51,12,0,82.68,2.5,7,3631.62,3,33.5,14549.86,1,0.06566550916134983,0.22150187326589005,0.663437833482828,0
22,56821.87,29781.28,0.4175,20673.51,24,2,67.93,5.2,3,1844.87,4,0.9,7823.64,0,0.524116506540103,0.13768712645082454,0.3896112535474525,1
29,37969.2,17469.4,0.7967,6573.59,24,0,60.51,8.1,4,1979.25,2,3.5,16167.86,1,0.4600939708906142,0.4258151343608553,0.6255333269959459,0
33,55125.46,18731.65,0.2994,15970.49,48,0,73.57,10.9,3,2835.23,4,2.7,9207.57,1,0.3398003390749066,0.16702935449124542,0.6171877749298204,0
43,24369.29,14222.48,0.2705,16848.67,36,1,85.56,6.8,4,920.23,0,14.7,1637.96,1,0.583623076397235,0.06721410430639489,0.45314245919954405,1
43,78005.35,15154.07,0.6534,17160.0,48,0,87.66,2.2,1,2049.84,0,8.0,14568.99,1,0.19426962381177357,0.1867691126289829,0.3153383710179451,0
65,50894.32,13813.73,0.3927,22682.91,24,1,90.16,3.0,3,1555.55,2,30.8,4431.14,1,0.27141987553284097,0.08706551143453602,0.3667717733458906,1
38,77371.0,23142.37,0.1432,5196.71,12,0,94.43,5.1,5,3156.85,4,12.2,21554.36,1,0.29910909772008754,0.2785844825544638,0.48961755695946,0
56,44469.37,14936.57,0.0756,8543.86,24,0,64.62,1.2,5,1809.33,0,4.9,4862.47,1,0.3358844525943164,0.1093442520074077,0.4882452798299538,0
53,44528.48,21136.4,0.7821,31320.7,48,1,63.31,6.0,9,1270.23,3,6.0,2784.8,0,0.47467149113388396,0.06253974983959615,0.34231485107189114,1
50,39716.26,11529.22,0.6724,2000.0,12,1,91.51,5.2,5,1372.62,4,16.7,3608.86,1,0.2902896697652223,0.09086605838286721,0.414727872150733,1
47,72523.48,16565.12,0.4136,26163.71,36,0,77.43,5.3,1,2726.52,4,17.1,2014.26,1,0.22841044031218016,0.027773901638093297,0.4511399618378608,0
54,40811.38,8568.64,0.8883,16264.4,48,0,97.88,2.0,5,2131.27,4,12.9,5950.35,1,0.2099571246987983,0.14580124464926694,0.6266693260402694,1
40,67891.91,24732.23,0.4126,21601.22,60,2,97.74,4.6,7,3730.26,4,5.3,13790.53,1,0.364288322417733,0.20312479056483868,0.6593292190386258,1
27,47350.95,8330.02,0.7061,35580.99,24,1,65.67,1.1,4,2136.38,4,1.9,10793.29,0,0.1759208632524602,0.22794241720117672,0.5414159589080808,1
22,15480.73,12400.16,0.9009,18688.17,36,0,87.65,1.1,7,528.25,3,1.1,20518.74,1,0.8010061540508099,1.3254374954330037,0.4094768140514384,1
53,43593.72,12480.32,0.8339,26253.88,36,1,62.68,7.3,2,2086.19,0,7.6,207.54,0,0.28628710740248164,0.004760777469673136,0.5742634489423186,2
51,31417.84,12168.39,0.5109,20585.67,12,1,76.14,2.4,2,1774.76,4,10.7,14263.86,1,0.38730829361957064,0.45400511300414015,0.6778670971436016,1
69,55678.05,20779.97,0.677,18906.24,48,0,93.67,3.9,7,1596.27,4,22.6,9377.84,1,0.37321655481157806,0.16842974924286266,0.34403575555638105,0
48,31191.85,12466.74,0.4154,17668.25,24,0,78.44,1.7,3,1071.78,4,17.2,30802.3475,1,0.39967940342109626,0.9875126835699867,0.41233078511174137,0
27,73519.5,26151.4,0.6443,27010.58,60,0,61.34,1.3,7,3178.03,0,6.4,17784.28,1,0.3557069892973197,0.2418988159571012,0.5187244200447675,0
36,53178.48,8452.2,0.2624,12683.98,24,0,69.61,7.6,3,1934.03,2,10.9,3294.47,1,0.15894023296342918,0.061951187772535964,0.436423906805226,0
49,51448.08,16355.02,0.436,8679.77,48,0,63.45,7.9,6,2768.6,0,17.3,19963.6,1,0.31789369009848584,0.38803391690442024,0.6457617077129844,0
18,68117.84,8793.71,0.2154,20744.75,36,0,76.33,9.0,7,2296.51,4,0.0,20827.72,1,0.129095549710192,0.30576013566628424,0.4045653825722519,0
22,74278.14,18367.78,0.0474,21927.84,60,0,87.87,9.6,5,4042.92,0,2.9,17411.63,1,0.24728379035544937,0.2344112278493456,0.6531536734676832,0
62,54598.02,14872.4,0.5868,2000.0,12,0,86.41,2.6,7,2880.17,1,11.5,7458.22,1,0.27239815655819755,0.13660238960796378,0.6330273515297253,0
21,39575.99,13759.5,0.8571,19895.13,48,0,88.76,8.3,4,1211.12,2,1.6,18933.65,1,0.3476729198600547,0.47841254254212184,0.3672287161896082,1
33,19520.61,24507.8,0.0351,7731.23,24,2,75.35,2.1,1,549.21,3,1.9,3787.64,1,1.2554833070659428,0.194032870889074,0.3376185477637421,1
41,41279.0,9765.27,0.2021,26268.43,48,0,70.61,0.3,8,1963.42,1,18.3,4288.31,1,0.2365675040520224,0.10388599529775708,0.5707754548179274,0
33,42655.76,19692.12,0.461,2000.0,12,2,62.28,5.8,2,1634.12,4,10.5,10445.39,0,0.4616520723001617,0.2448764246553132,0.45971376432022976,1
19,57141.15,8848.32,0.6626,39250.76,24,0,97.66,1.1,9,1871.01,3,0.4,276.9,1,0.15485022614779628,0.004845894771021481,0.3929238385928018,0
66,48097.06,15901.48,0.1778,16618.02,60,1,64.73,3.0,6,2669.34,3,25.5,10528.83,1,0.33061230768927224,0.21890797482800597,0.6659883161119207,1
45,68758.66,5435.4,0.0656,11350.38,24,0,67.13,0.9,5,1922.18,2,13.0,3863.67,1,0.07905040615859805,0.05619175824461688,0.3354655253558539,0
49,42740.33,9699.86,0.5187,17170.28,24,0,61.0,2.5,6,2252.46,0,21.4,22616.42,1,0.22694864545437649,0.5291587594075862,0.6324125246428277,0
44,53859.18,14342.86,0.8123,25562.71,12,0,72.69,10.8,1,2354.16,0,11.3,5328.74,1,0.2663029775004688,0.0989383796764277,0.5245144838721176,1
37,78679.75,29517.19,0.0445,28904.7,24,1,92.75,4.7,4,2286.85,0,3.6,13806.57,1,0.37515612339420046,0.17547806137951028,0.34878351799098517,1
41,61836.5,15806.43,0.3524,17256.89,48,0,73.29,0.8,6,2319.06,0,10.0,3183.21,1,0.2556165048109835,0.05147784884248821,0.45003711399497004,0
29,53799.25,28237.35,0.6602,5613.1,36,0,86.64,6.5,6,2303.26,1,2.0,3993.62,1,0.5248651235746805,0.07423188984838577,0.5137454518322515,0
67,42961.11,16762.59,0.1381,7877.03,12,1,98.62,9.4,6,1320.76,4,32.6,2051.64,1,0.39018056096804343,0.04775574932659431,0.3689178421980037,1
52,42335.37,11903.33,0.2412,22863.88,12,0,95.7,0.9,7,1238.59,3,7.4,2758.54,1,0.2811674965807274,0.06515922737736414,0.3510794874273903,0
50,37987.73,27314.85,0.5348,29873.27,12,0,67.2,6.8,9,1295.29,4,11.5,1143.06,1,0.7190440176151865,0.03009024229586526,0.40917106654150764,0
50,44179.86,18496.14,0.9442,31174.75,48,1,74.37,4.0,9,1930.81,4,5.6,9596.25,0,0.418655468794635,0.21720870097331207,0.5244407745854233,2
68,70113.32,9858.23,0.2916,21680.93,48,1,90.05,4.6,3,3557.09,2,18.3,18339.76,1,0.14060423896428517,0.2615731219080544,0.608801294809477,1
60,50562.23,18764.57,0.4878,29673.0,48,0,99.11,14.0,4,2884.9,2,32.5,3339.01,1,0.37111832289890856,0.06603763322808275,0.6846770800915095,0
54,28004.54,12659.24,0.4019,39123.49,48,0,88.64,0.2,1,838.62,2,27.0,3595.16,1,0.4520424188202326,0.12837775588785325,0.35935030533051604,0
29,90363.39,0.0,0.8894,31903.48,24,0,70.09,5.1,1,2284.87,2,5.4,23974.78,1,0.0,0.2653151901420994,0.3034242075213931,1
20,61399.3,22487.79,0.0805,29220.38,12,0,65.31,0.4,4,3544.54,0,1.1,952.32,1,0.3662548270034633,0.015510274546851345,0.6927518717527275,0
18,26861.13,23759.47,0.5648,11934.43,12,1,79.81,7.8,6,794.28,3,0.0,961.32,1,0.8845298019523181,0.035788516714085054,0.35483838541584667,1
50,46163.02,29703.54,0.8392,29626.2,60,0,67.72,11.3,3,2311.2,0,7.9,14724.07,0,0.6434488038121543,0.31895811841775173,0.6007925824480116,1
57,57217.73,18377.15,0.9784,24612.32,36,0,69.1,0.5,5,2905.95,4,11.5,2886.23,1,0.32117929179781896,0.050442930887848174,0.6094509516436696,1
27,89091.84,13010.21,0.6948,26506.46,24,0,85.38,0.1,9,2477.89,0,1.4,7572.98,1,0.146031443506543,0.08500194855011411,0.3337531248615614,0
60,32837.75,21679.92,0.3823,32611.06,36,0,80.59,15.6,1,1708.96,3,17.3,6122.15,1,0.6602133215381621,0.18643634231375666,0.624510509988519,0
61,74520.81,21798.56,0.4136,23585.58,24,0,64.83,13.1,1,2482.91,3,6.9,8098.65,1,0.29251641252567556,0.10867635496569783,0.3998201307742117,0
46,82989.73,28106.25,0.3546,18974.54,24,0,66.15,12.9,2,4269.38,4,10.1,892.95,1,0.3386714235564007,0.010759765093695814,0.6173361450794294,0
30,42426.91,14642.98,0.6015,9301.34,24,0,60.78,14.0,6,1511.14,1,8.3,4774.54,1,0.3451342555857795,0.11253565248771273,0.42740986792515856,0
29,49449.73,13675.37,0.7346,17034.84,12,0,68.79,3.5,9,2473.38,4,4.1,10225.13,1,0.276550953862103,0.20677827765274392,0.6002168262475808,0
48,34273.82,9275.64,0.8131,22128.52,36,1,95.49,18.8,8,1816.56,4,12.1,2533.63,1,0.2706333872246912,0.07392318685008198,0.6360166447557928,2
63,50930.78,19299.7,0.4183,22776.19,36,2,91.72,11.1,5,1280.76,0,21.1,1628.3,1,0.37893980810074107,0.03197084356391222,0.30176486595528745,1
19,54268.2,2613.91,0.7124,22438.76,48,0,76.59,0.5,8,2303.23,2,0.3,5780.33,1,0.04816651372169767,0.10651412797722214,0.5092993686816718,0
68,68193.0,21208.7,0.9079,29595.1,36,0,89.68,8.4,5,2482.05,1,7.9,28762.12,1,0.311009927700629,0.4217752555185756,0.4367691698497388,1
67,76803.67,19702.68,0.9124,28653.65,48,1,76.28,6.2,3,4080.54,2,31.0,29653.79,1,0.25653305369057844,0.38609860700164333,0.6375539085484124,2
52,40038.08,19680.56,0.6999,19379.12,60,1,91.68,0.7,7,1645.24,4,9.1,18969.31,1,0.4915460481498727,0.47378170980042544,0.49310256634451244,1
40,15653.5,16105.8,0.6342,11527.38,48,0,67.28,6.7,6,590.82,1,4.4,2979.26,1,1.0288944963727669,0.1903254863008065,0.4529236272748635,0
34,54575.1,27263.83,0.5309,23833.58,24,1,66.1,3.3,7,1633.13,0,2.6,11832.38,0,0.49956536954582653,0.21680913090004764,0.3590934327127373,1
43,60870.75,21975.95,0.1895,42463.38,12,0,63.12,9.6,5,2096.26,4,14.4,30802.3475,1,0.3610264371580599,0.5060287165755962,0.4132546420010719,0
25,59988.35,10143.38,0.1312,23212.43,24,1,69.67,8.5,8,3487.38,4,0.8,11380.51,1,0.1690891648100158,0.18971200241063954,0.6976114528788071,1
46,48466.54,10286.57,0.486,17040.76,60,0,65.85,14.3,8,2595.66,3,14.4,9447.08,1,0.21224065096843633,0.19491962908441743,0.6426685296569,0
43,57495.04,7962.61,0.1663,25358.36,12,0,91.95,0.4,5,2024.79,0,8.6,1247.27,1,0.1384921203613652,0.021693523475734715,0.42260132351551366,0
27,85308.9,19410.27,0.5755,25957.36,60,0,69.6,6.2,7,3890.15,0,4.1,13791.52,1,0.22752924958324952,0.1616656644246771,0.5472090250777211,0
43,62634.68,6998.89,0.6428,25846.51,24,0,80.65,2.4,4,3649.28,4,18.4,14592.35,1,0.11174145058118376,0.2329755656094519,0.6991551645079187,0
51,47532.63,23667.14,0.5251,33728.8,12,1,90.25,7.5,7,2280.25,1,3.3,1877.66,1,0.49791353854188347,0.03950254803827387,0.5756677044679483,1
68,44996.04,25583.79,0.0457,23860.93,60,0,87.08,4.6,6,1633.21,1,27.2,5083.76,1,0.5685787015797706,0.11298238689198022,0.4355609960246377,0
58,51602.95,7967.87,0.0666,33254.12,48,0,68.18,3.4,2,1359.82,2,29.0,8390.06,1,0.15440725772161462,0.16258876672433284,0.3162191308768933,0
24,87734.8,13515.61,0.1211,22302.34,36,0,63.08,0.0,2,4530.84,3,1.6,2846.83,1,0.15405073015321116,0.0324481277664912,0.6197093969483066,0
21,51333.99,15132.97,0.1606,35124.98,24,0,96.47,4.7,7,1771.9,3,0.5,30802.3475,1,0.2947943458068466,0.6000380546963126,0.414205091004728,0
67,54604.11,22071.87,0.9801,32067.35,48,0,84.88,2.7,7,1626.64,2,18.3,1822.92,1,0.4042162760201711,0.0333843001921763,0.3574763877598687,1
62,45353.73,27874.75,0.3476,29217.99,60,0,88.26,2.0,3,1308.2,2,33.7,30802.3475,1,0.614607662906345,0.6791579766277402,0.34613250111190125,0
28,76979.67,1516.06,0.2961,27891.86,60,0,75.44,22.4,3,2199.41,2,5.1,1806.29,1,0.019694290713123425,0.023464506927303477,0.34285571761553596,0
46,94196.75,12454.55,0.0612,43015.18,12,0,69.66,6.0,2,2712.72,0,21.4,6831.0,1,0.13221846825785158,0.07251842552877336,0.3455813496713466,0
53,64012.26,12871.87,0.6326,30766.18,48,0,81.22,3.9,6,2701.19,2,10.1,30802.3475,1,0.2010844485071909,0.48119450085841065,0.5063761223161567,0
42,56655.46,3794.64,0.6491,11506.83,60,1,63.12,10.2,6,2858.4,0,14.5,2169.98,1,0.06697748107478119,0.038301339358319544,0.6054279675673726,1
38,55735.66,11119.12,0.1819,22459.01,12,0,92.0,1.3,9,3051.92,0,5.9,13378.55,1,0.19949741332210838,0.2400357329537313,0.6570845307894966,0
53,12000.0,18422.15,0.9109,17352.83,36,0,86.18,4.8,6,574.43,4,16.1,7140.32,0,1.535179166538735,0.595026666617081,0.5744299999521308,1
27,69903.02,12770.57,0.7945,40644.76,36,0,90.47,9.9,8,1970.48,3,6.6,5482.24,1,0.18268981797663836,0.07842636841615103,0.338265213715541,0
54,57683.33,2643.03,0.2357,32514.38,12,0,82.77,0.7,5,3263.14,1,5.8,5388.83,1,0.04581965014769745,0.09342092420646622,0.6788387563499049,0
26,63566.84,36696.87,0.4861,40319.51,48,0,83.12,1.3,8,1601.32,0,2.5,8153.61,1,0.5772958039037761,0.12826829208234564,0.30229345991868883,0
41,40770.76,17129.42,0.4592,12400.05,12,0,84.02,3.4,2,2041.7,3,8.0,14561.93,1,0.42013982568830843,0.35716601799041353,0.6009306669632617,0
52,47310.86,15893.55,0.3516,31016.75,12,1,91.37,24.4,9,2731.97,3,4.8,3945.98,1,0.33593872526654683,0.08340537457819609,0.6929411132942216,1
66,46779.5,6216.59,0.8113,6354.71,48,0,69.02,4.3,6,2564.06,3,12.8,30802.3475,1,0.13289133060137687,0.658458245584958,0.6577393943787826,1
52,75432.46,17085.65,0.1171,4078.68,36,0,87.26,3.4,5,3686.4,2,4.9,23739.95,1,0.22650262234286803,0.31471796093731114,0.5864424943772689,0
65,47424.8,13686.29,0.417,16030.44,60,0,82.11,2.1,2,2015.39,0,14.4,6764.57,1,0.2885893034806981,0.14263781818494461,0.50995850271356,0
53,96653.21,0.0,0.4295,35123.75,36,0,79.8,3.0,1,4929.34625,2,4.2,7651.17,1,0.0,0.07916105424662916,0.6120040400043413,0
35,63617.25,6437.96,0.4694,10073.85,48,0,81.64,7.5,3,2916.24,2,2.2,12876.19,1,0.10119833849936616,0.20240092113063043,0.5500847647367642,0
66,29486.35,21359.41,0.8541,19831.88,24,0,70.89,12.4,8,1553.54,4,12.7,3489.9,0,0.7243829771835313,0.11835645984944368,0.6322410199759468,1
56,52429.07,30552.14,0.2238,31888.43,48,1,61.48,0.6,7,1628.13,2,13.9,6908.22,1,0.5827328235922794,0.13176316115979622,0.3726474644625082,1
49,41966.5,17937.32,0.1109,28464.13,36,0,90.37,1.8,9,1944.32,3,11.7,4214.63,1,0.42741996591501746,0.10042843696518823,0.5559634470218874,0
41,12000.0,23824.67,0.6155,42161.87,36,0,96.65,1.0,7,305.34,1,7.9,5534.99,0,1.9853891665012173,0.4612491666282292,0.30533999997455497,0
40,86989.42,13753.96,0.1804,20033.72,48,0,79.23,2.9,5,4518.43,2,10.1,16197.9,1,0.1581107219687393,0.18620540290777654,0.6233075240572555,0
49,69062.85,14307.63,0.0834,15583.7,48,0,93.52,3.8,1,2676.74,3,22.9,7066.84,1,0.20716825326196112,0.1023247664974393,0.46509635787597675,0
54,65664.15,23727.83,0.4281,9055.19,48,1,82.21,6.4,4,2206.2,2,15.1,17999.54,1,0.36135136142992264,0.2741151754759011,0.40317890355082375,1
29,58308.07,28302.22,0.2253,16320.0,36,0,97.21,10.4,5,1960.87,2,1.9,2139.43,1,0.485391130241742,0.036691833565462004,0.40355374478346556,0
66,27359.65,25408.77,0.364,8964.01,12,0,80.34,3.9,9,1577.56,2,27.7,10889.73,1,0.928694994236816,0.3980215390036779,0.6919211320067354,0
30,45327.66,6469.1,0.2645,2035.55,24,0,68.19,3.4,5,2441.81,2,9.2,19795.26,1,0.1427185961035112,0.4367148006220326,0.646442370935397,0
40,71835.62,14464.33,0.1008,39633.93,12,0,94.8,4.3,9,3684.45,1,5.2,2067.22,1,0.20135317269898484,0.02877708858044551,0.6154801754252907,0
42,33975.6,17220.2,0.5591,20489.07,36,1,92.01,11.0,5,1421.62,1,5.7,6531.05,1,0.5068402029542719,0.19222765748972123,0.5021085720192694,1
52,12000.0,12922.58,0.0365,45914.67,12,1,75.92,5.2,9,459.64,4,9.4,23595.26,1,1.0768816665769265,1.9662716665028106,0.4596399999616967,1
58,50457.88,18102.86,0.957,11607.12,48,0,93.68,7.7,6,2255.38,2,5.4,30285.76,1,0.35877171216153414,0.6002186377905647,0.5363792533388962,1
47,52164.85,21564.61,0.3445,15711.91,60,0,60.36,6.4,1,2252.34,3,19.3,14458.77,1,0.4133935015549092,0.27717457252772365,0.5181282031766961,0
34,57711.27,23022.48,0.6913,12246.31,48,0,91.99,12.9,4,3148.98,0,5.9,10735.19,1,0.39892520125793585,0.18601548709314464,0.6547726293208455,0
66,69570.37,28486.96,0.8042,13592.44,24,0,87.52,8.5,3,3995.87,4,30.8,1907.12,1,0.40946972108371044,0.027412819566326692,0.6892365241022977,1
37,67752.12,12364.47,0.2835,28736.04,48,0,75.19,2.1,9,3796.43,3,10.2,30802.3475,1,0.18249569164503643,0.45463296941181136,0.6724093651877993,0
65,60175.4,4087.73,0.7438,25663.24,60,0,91.66,9.6,1,3044.96,4,8.4,158.33,1,0.06793025056637877,0.0026311416292599445,0.6072169025780101,0
42,78910.63,17865.88,0.8258,28754.09,36,0,65.07,3.2,7,3039.22,0,11.6,7759.51,1,0.22640650568590817,0.09833288620179141,0.46217651537616444,1
39,24620.6,30070.49,0.2465,33422.72,12,0,68.13,9.4,1,1240.34,0,12.6,2063.76,1,1.2213548816348363,0.0838224901065034,0.6045376635579742,0
30,65091.64,11184.19,0.9826,31073.55,48,0,81.34,11.8,6,3319.4,0,1.6,29169.43,1,0.1718222186417208,0.4481286690510774,0.6119495529593055,1
36,67530.77,20494.78,0.0303,9915.1,12,1,95.24,3.4,2,2070.89,3,7.1,10825.76,1,0.3034880247877599,0.16030855267664937,0.367990473078154,1
66,30208.75,20565.97,0.2227,14761.81,24,0,65.2,6.3,7,1579.9,4,32.0,21060.96,1,0.6807951338376863,0.6971807836902493,0.627592998696484,0
53,24942.59,16531.54,0.7744,21214.83,12,0,82.57,0.8,2,1381.98,0,27.6,5670.74,1,0.6627836162698909,0.2273516904127698,0.664877224030669,0
29,40081.16,15055.4,0.2002,47423.69875,24,1,90.13,2.0,3,2005.8,3,6.5,13393.52,1,0.375622861205224,0.33415998937320773,0.6005215417767219,1
58,41769.17,7612.57,0.6943,27724.0,24,1,89.73,4.1,5,1992.33,2,12.7,12185.08,1,0.18225332224264323,0.29172425498778826,0.5723829321824594,1
36,70068.39,0.0,0.8484,21066.89,48,0,85.12,0.0,5,2259.89,2,5.3,19792.4,1,0.0,0.28247259569853866,0.3870315844222048,1
29,42709.22,6105.19,0.95,26732.75,60,0,97.64,9.4,6,1975.65,3,5.6,447.7,1,0.14294782250429888,0.010482514079852488,0.5550979390268637,1
26,37873.03,11877.57,0.4748,13968.86,12,1,79.29,2.3,7,1743.34,2,6.0,7714.44,1,0.3136155200596938,0.20369217883534294,0.5523740772641541,1
24,42767.33,23779.38,0.9617,22624.26,24,1,95.21,6.4,7,1603.93,2,1.6,14043.53,0,0.5560174086024071,0.3283705108472198,0.4500435262044639,2
45,77372.65,14174.98,0.4134,29546.62,24,0,84.78,7.3,1,2225.34,0,7.1,30802.3475,1,0.18320401330207506,0.39810381962621033,0.34513591042383673,0
31,55260.87,10847.79,0.2238,19710.04,24,0,89.5,4.0,6,2180.87,4,6.0,12275.86,1,0.19630146973443774,0.2221438062733695,0.4735799490584643,0
48,51414.98,7872.12,0.5136,12434.47,36,0,78.59,7.8,1,2863.39,3,15.1,9110.96,1,0.15310946342577378,0.17720438673364833,0.6683009504103998,0
69,52799.89,20254.45,0.6468,19221.26,12,0,66.7,5.7,6,2695.07,0,38.5,7230.95,1,0.38360780675142303,0.13695009591616666,0.6125171851567776,0
36,80841.21,25866.86,0.4588,16804.23,12,2,64.36,2.2,9,2975.63,1,5.9,3815.54,1,0.3199712126980785,0.047197957575756254,0.4416999696016215,1
64,40016.57,23507.49,0.5656,6428.73,24,0,87.29,8.5,4,1261.92,4,18.4,1462.42,1,0.58744390134918,0.03654536108325763,0.3784192398204439,0
33,81310.17,19849.2,0.4181,14284.48,12,0,75.06,5.1,2,3281.1,1,5.2,25573.49,1,0.24411706431994776,0.314517728836202,0.4842346289463639,0
22,59209.93,3195.1,0.5243,6071.87,12,1,82.7,0.9,4,2976.38,0,2.5,2042.41,1,0.0539622323476153,0.0344943829517364,0.6032190884096092,1
52,51791.61,12186.61,0.9435,7632.05,36,0,89.84,7.4,7,2477.78,4,11.9,12679.63,1,0.23530085277836893,0.2448201552289102,0.5740960746233976,1
29,105018.01,30578.43,0.4998,8590.56,24,0,91.46,5.6,3,4929.34625,4,4.5,15573.03,1,0.29117319971792294,0.14828913630958837,0.5632572451090698,0
42,33887.21,23975.6,0.2581,29534.51,12,0,80.39,1.7,6,1199.06,0,8.5,19550.15,1,0.7075117721197021,0.5769182532118484,0.424606215724912,0
69,47926.28,2699.97,0.7536,34891.65,60,0,72.58,9.2,2,1988.05,4,6.1,3845.34,1,0.056335897548144026,0.08023447678225319,0.49777700250263995,0
38,30351.38,14555.28,0.3408,4639.2,24,0,91.04,2.3,2,1019.07,3,9.6,21691.36,1,0.4795590842828379,0.714674588084144,0.4029088627797843,0
53,74049.24,17904.79,0.8099,35801.84,12,1,76.61,4.0,1,3760.1,3,13.2,7063.24,1,0.24179572943298547,0.09538571901486921,0.6093404874836076,2
40,88783.78,8902.73,0.0657,8734.06,36,0,97.47,2.1,2,3462.72,0,4.2,1940.23,1,0.10027428433323886,0.021853428632776693,0.46802062268053896,0
33,88398.46,0.0,0.3355,27468.8,60,0,92.98,6.4,7,3472.02,4,7.8,1087.33,1,0.0,0.01230032740375454,0.4713231429543985,0
56,79478.98,15790.59,0.1025,22585.59,48,0,89.88,4.4,5,4145.43,0,22.1,964.97,1,0.19867630409702447,0.012141197584416143,0.625890770105179,0
62,51047.59,8697.93,0.0936,26358.52,48,0,69.65,3.2,4,2518.14,4,20.2,10532.46,1,0.17038865105736847,0.20632629277491207,0.5919511577218053,0
